Date,amount
2015-06-25,963.0
2015-06-26,1691.0
2015-06-27,1536.0
2015-06-28,1351.0
2015-06-29,1504.0
2015-06-30,1098.0
2015-07-01,512.0
2015-07-02,401.0
2015-07-03,1041.0
2015-07-04,619.0
2015-07-05,1254.0
2015-07-06,1648.0
2015-07-07,784.0
2015-07-08,1553.0
2015-07-09,1476.0
2015-07-10,1129.0
2015-07-11,646.0
2015-07-12,1235.0
2015-07-13,602.0
2015-07-14,1607.0
2015-07-15,522.0
2015-07-16,800.0
2015-07-17,1166.0
2015-07-18,693.0
2015-07-19,679.0
2015-07-20,1283.0
2015-07-21,597.0
2015-07-22,1381.0
2015-07-23,1151.0
2015-07-24,543.0
2015-07-25,1008.0
2015-07-26,1624.0
2015-07-27,1547.0
2015-07-28,586.0
2015-07-29,1749.0
2015-07-30,863.0
2015-07-31,1059.0
2015-08-01,1163.0
2015-08-02,1354.0
2015-08-03,802.0
2015-08-04,546.0
2015-08-05,1571.0
2015-08-06,1263.0
2015-08-07,888.0
2015-08-08,1328.0
2015-08-09,950.0
2015-08-10,737.0
2015-08-11,1271.0
2015-08-12,1040.0
2015-08-13,872.0
2015-08-14,550.0
2015-08-15,1721.0
2015-08-16,662.0
2015-08-17,543.0
2015-08-18,745.0
2015-08-19,1023.0
2015-08-20,1416.0
2015-08-21,1280.0
2015-08-22,401.0
2015-08-23,1296.0
2015-08-24,1727.0
2015-08-25,653.0
2015-08-26,852.0
2015-08-27,1460.0
2015-08-28,1583.0
2015-08-29,1414.0
2015-08-30,408.0
2015-08-31,1656.0
2015-09-01,1522.0
2015-09-02,1215.0
2015-09-03,607.0
2015-09-04,1554.0
2015-09-05,803.0
2015-09-06,551.0
2015-09-07,453.0
2015-09-08,1543.0
2015-09-09,1027.0
2015-09-10,986.0
2015-09-11,503.0
2015-09-12,653.0
2015-09-13,1650.0
2015-09-14,1535.0
2015-09-15,909.0
2015-09-16,498.0
2015-09-17,552.0
2015-09-18,1313.0
2015-09-19,1277.0
2015-09-20,737.0
2015-09-21,1221.0
2015-09-22,1586.0
2015-09-23,1356.0
2015-09-24,560.0
2015-09-25,1200.0
2015-09-26,797.0
2015-09-27,1700.0
2015-09-28,1215.0
2015-09-29,1558.0
2015-09-30,1618.0
2015-10-01,800.0
2015-10-02,1039.0
2015-10-03,1456.0
2015-10-04,1087.0
2015-10-05,859.0
2015-10-06,1354.0
2015-10-07,869.0
2015-10-08,1445.0
2015-10-09,1149.0
2015-10-10,437.0
2015-10-11,629.0
2015-10-12,962.0
2015-10-13,837.0
2015-10-14,1706.0
2015-10-15,426.0
2015-10-16,625.0
2015-10-17,1700.0
2015-10-18,1197.0
2015-10-19,683.0
2015-10-20,1278.0
2015-10-21,1359.0
2015-10-22,852.0
2015-10-23,1419.0
2015-10-24,1215.0
2015-10-25,1058.0
2015-10-26,946.0
2015-10-27,1615.0
2015-10-28,1472.0
2015-10-29,416.0
2015-10-30,1595.0
2015-10-31,1643.0
2015-11-01,557.0
2015-11-02,876.0
2015-11-03,1469.0
2015-11-04,917.0
2015-11-05,498.0
2015-11-06,1460.0
2015-11-07,679.0
2015-11-08,896.0
2015-11-09,701.0
2015-11-10,580.0
2015-11-11,1006.0
2015-11-12,1522.0
2015-11-13,1099.0
2015-11-14,1392.0
2015-11-15,1539.0
2015-11-16,590.0
2015-11-17,652.0
2015-11-18,1380.0
2015-11-19,1327.0
2015-11-20,1584.0
2015-11-21,1679.0
2015-11-22,1746.0
2015-11-23,527.0
2015-11-24,417.0
2015-11-25,965.0
2015-11-26,969.0
2015-11-27,1746.0
2015-11-28,1085.0
2015-11-29,1025.0
2015-11-30,1711.0
2015-12-01,1253.0
2015-12-02,1361.0
2015-12-03,554.0
2015-12-04,889.0
2015-12-05,1184.0
2015-12-06,1527.0
2015-12-07,645.0
2015-12-08,1599.0
2015-12-09,1462.0
2015-12-10,1158.0
2015-12-11,937.0
2015-12-12,1320.0
2015-12-13,807.0
2015-12-14,924.0
2015-12-15,1227.0
2015-12-16,1302.0
2015-12-17,435.0
2015-12-18,1084.0
2015-12-19,419.0
2015-12-20,720.0
2015-12-21,911.0
2015-12-22,799.0
2015-12-23,1053.0
2015-12-24,1371.0
2015-12-25,870.0
2015-12-26,1566.0
2015-12-27,1515.0
2015-12-28,1233.0
2015-12-29,1126.0
2015-12-30,1253.0
2015-12-31,450.0
2016-01-01,974.0
2016-01-02,1613.0
2016-01-03,1548.0
2016-01-04,549.0
2016-01-05,713.0
2016-01-06,969.0
2016-01-07,704.0
2016-01-08,1081.0
2016-01-09,1237.0
2016-01-10,1477.0
2016-01-11,1402.0
2016-01-12,843.0
2016-01-13,1012.0
2016-01-14,1392.0
2016-01-15,663.0
2016-01-16,1476.0
2016-01-17,1403.0
2016-01-18,404.0
2016-01-19,1526.0
2016-01-20,1619.0
2016-01-21,1173.0
2016-01-22,1276.0
2016-01-23,1391.0
2016-01-24,1283.0
2016-01-25,446.0
2016-01-26,1266.0
2016-01-27,1222.0
2016-01-28,1335.0
2016-01-29,1055.0
2016-01-30,668.0
2016-01-31,769.0
2016-02-01,1035.0
2016-02-02,1529.0
2016-02-03,1056.0
2016-02-04,519.0
2016-02-05,1230.0
2016-02-06,1481.0
2016-02-07,1140.0
2016-02-08,516.0
2016-02-09,1190.0
2016-02-10,1550.0
2016-02-11,1412.0
2016-02-12,1481.0
2016-02-13,1033.0
2016-02-14,912.0
2016-02-15,1201.0
2016-02-16,1519.0
2016-02-17,1541.0
2016-02-18,959.0
2016-02-19,887.0
2016-02-20,1660.0
2016-02-21,1296.0
2016-02-22,1695.0
2016-02-23,1612.0
2016-02-24,1103.0
2016-02-25,980.0
2016-02-26,1189.0
2016-02-27,1260.0
2016-02-28,646.0
2016-02-29,1499.0
2016-03-01,553.0
2016-03-02,1396.0
2016-03-03,1509.0
2016-03-04,1096.0
2016-03-05,1708.0
2016-03-06,1643.0
2016-03-07,1492.0
2016-03-08,1470.0
2016-03-09,1408.0
2016-03-10,493.0
2016-03-11,1357.0
2016-03-12,1411.0
2016-03-13,852.0
2016-03-14,1627.0
2016-03-15,1311.0
2016-03-16,617.0
2016-03-17,873.0
2016-03-18,831.0
2016-03-19,740.0
2016-03-20,950.0
2016-03-21,1712.0
2016-03-22,1677.0
2016-03-23,756.0
2016-03-24,422.0
2016-03-25,921.0
2016-03-26,1523.0
2016-03-27,1201.0
2016-03-28,1603.0
2016-03-29,1646.0
2016-03-30,1161.0
2016-03-31,841.0
2016-04-01,1168.0
2016-04-02,1415.0
2016-04-03,1748.0
2016-04-04,915.0
2016-04-05,1439.0
2016-04-06,1191.0
2016-04-07,735.0
2016-04-08,657.0
2016-04-09,896.0
2016-04-10,1295.0
2016-04-11,559.0
2016-04-12,1251.0
2016-04-13,1089.0
2016-04-14,779.0
2016-04-15,1356.0
2016-04-16,1090.0
2016-04-17,1691.0
2016-04-18,1591.0
2016-04-19,1466.0
2016-04-20,684.0
2016-04-21,796.0
2016-04-22,411.0
2016-04-23,1725.0
2016-04-24,1676.0
2016-04-25,898.0
2016-04-26,1153.0
2016-04-27,434.0
2016-04-28,1126.0
2016-04-29,1248.0
2016-04-30,489.0
2016-05-01,1175.0
2016-05-02,1004.0
2016-05-03,1369.0
2016-05-04,1421.0
2016-05-05,817.0
2016-05-06,514.0
2016-05-07,1016.0
2016-05-08,1619.0
2016-05-09,1225.0
2016-05-10,1498.0
2016-05-11,812.0
2016-05-12,1128.0
2016-05-13,1700.0
2016-05-14,1420.0
2016-05-15,1160.0
2016-05-16,1075.0
2016-05-17,856.0
2016-05-18,1319.0
2016-05-19,591.0
2016-05-20,1138.0
2016-05-21,1522.0
2016-05-22,1377.0
2016-05-23,1408.0
2016-05-24,495.0
2016-05-25,1062.0
2016-05-26,1613.0
2016-05-27,436.0
2016-05-28,678.0
2016-05-29,616.0
2016-05-30,1266.0
2016-05-31,1272.0
2016-06-01,1696.0
2016-06-02,461.0
2016-06-03,995.0
2016-06-04,1128.0
2016-06-05,796.0
2016-06-06,1098.0
2016-06-07,1442.0
2016-06-08,576.0
2016-06-09,795.0
2016-06-10,844.0
2016-06-11,1656.0
2016-06-12,475.0
2016-06-13,664.0
2016-06-14,854.0
2016-06-15,1117.0
2016-06-16,1134.0
2016-06-17,1250.0
2016-06-18,543.0
2016-06-19,1284.0
2016-06-20,1492.0
2016-06-21,1522.0
2016-06-22,795.0
2016-06-23,1448.0
2016-06-24,1347.0
2016-06-25,1290.0
2016-06-26,1574.0
2016-06-27,1567.0
2016-06-28,968.0
2016-06-29,1462.0
2016-06-30,508.0
2016-07-01,1465.0
2016-07-02,1609.0
2016-07-03,1334.0
2016-07-04,797.0
2016-07-05,1646.0
2016-07-06,1033.0
2016-07-07,1556.0
2016-07-08,1586.0
2016-07-09,1638.0
2016-07-10,1132.0
2016-07-11,634.0
2016-07-12,1057.0
2016-07-13,1150.0
2016-07-14,987.0
2016-07-15,1432.0
2016-07-16,1497.0
2016-07-17,1353.0
2016-07-18,891.0
2016-07-19,1312.0
2016-07-20,1676.0
2016-07-21,1653.0
2016-07-22,1597.0
2016-07-23,1591.0
2016-07-24,569.0
2016-07-25,1345.0
2016-07-26,1194.0
2016-07-27,1033.0
2016-07-28,1617.0
2016-07-29,428.0
2016-07-30,1588.0
2016-07-31,738.0
2016-08-01,899.0
2016-08-02,910.0
2016-08-03,1750.0
2016-08-04,616.0
2016-08-05,1724.0
2016-08-06,1555.0
2016-08-07,1493.0
2016-08-08,1675.0
2016-08-09,844.0
2016-08-10,1275.0
2016-08-11,1605.0
2016-08-12,566.0
2016-08-13,490.0
2016-08-14,1113.0
2016-08-15,438.0
2016-08-16,1549.0
2016-08-17,572.0
2016-08-18,1052.0
2016-08-19,1153.0
2016-08-20,1643.0
2016-08-21,1481.0
2016-08-22,875.0
2016-08-23,855.0
2016-08-24,1228.0
2016-08-25,1294.0
2016-08-26,1424.0
2016-08-27,786.0
2016-08-28,747.0
2016-08-29,589.0
2016-08-30,904.0
2016-08-31,1614.0
2016-09-01,1223.0
2016-09-02,1328.0
2016-09-03,1333.0
2016-09-04,1540.0
2016-09-05,533.0
2016-09-06,457.0
2016-09-07,1084.0
2016-09-08,1071.0
2016-09-09,572.0
2016-09-10,1214.0
2016-09-11,1572.0
2016-09-12,479.0
2016-09-13,1285.0
2016-09-14,1636.0
2016-09-15,602.0
2016-09-16,1163.0
2016-09-17,1652.0
2016-09-18,1650.0
2016-09-19,446.0
2016-09-20,1656.0
2016-09-21,1728.0
2016-09-22,1566.0
2016-09-23,1682.0
2016-09-24,1055.0
2016-09-25,870.0
2016-09-26,1370.0
2016-09-27,1435.0
2016-09-28,1135.0
2016-09-29,1183.0
2016-09-30,1367.0
2016-10-01,757.0
2016-10-02,1371.0
2016-10-03,1067.0
2016-10-04,772.0
2016-10-05,1431.0
2016-10-06,1545.0
2016-10-07,1075.0
2016-10-08,489.0
2016-10-09,1097.0
2016-10-10,1739.0
2016-10-11,1601.0
2016-10-12,939.0
2016-10-13,1131.0
2016-10-14,1268.0
2016-10-15,440.0
2016-10-16,1139.0
2016-10-17,901.0
2016-10-18,1358.0
2016-10-19,1568.0
2016-10-20,1624.0
2016-10-21,1328.0
2016-10-22,860.0
2016-10-23,1131.0
2016-10-24,1151.0
2016-10-25,1324.0
2016-10-26,1308.0
2016-10-27,1676.0
2016-10-28,789.0
2016-10-29,1282.0
2016-10-30,655.0
2016-10-31,1108.0
2016-11-01,849.0
2016-11-02,409.0
2016-11-03,1223.0
2016-11-04,1197.0
2016-11-05,1665.0
2016-11-06,1674.0
2016-11-07,1276.0
2016-11-08,1428.0
2016-11-09,1542.0
2016-11-10,1415.0
2016-11-11,773.0
2016-11-12,1488.0
2016-11-13,545.0
2016-11-14,623.0
2016-11-15,1662.0
2016-11-16,576.0
2016-11-17,1252.0
2016-11-18,1705.0
2016-11-19,462.0
2016-11-20,1640.0
2016-11-21,1226.0
2016-11-22,1194.0
2016-11-23,1088.0
2016-11-24,504.0
2016-11-25,1522.0
2016-11-26,910.0
2016-11-27,784.0
2016-11-28,804.0
2016-11-29,1222.0
2016-11-30,917.0
2016-12-01,875.0
2016-12-02,1108.0
2016-12-03,1170.0
2016-12-04,1446.0
2016-12-05,1396.0
2016-12-06,1076.0
2016-12-07,1113.0
2016-12-08,482.0
2016-12-09,1568.0
2016-12-10,1508.0
2016-12-11,1501.0
2016-12-12,856.0
2016-12-13,400.0
2016-12-14,450.0
2016-12-15,1084.0
2016-12-16,1116.0
2016-12-17,848.0
2016-12-18,1280.0
2016-12-19,887.0
2016-12-20,433.0
2016-12-21,494.0
2016-12-22,1495.0
2016-12-23,553.0
2016-12-24,649.0
2016-12-25,1073.0
2016-12-26,837.0
2016-12-27,517.0
2016-12-28,1170.0
2016-12-29,1729.0
2016-12-30,667.0
2016-12-31,1477.0
2017-01-01,635.0
2017-01-02,788.0
2017-01-03,1389.0
2017-01-04,1162.0
2017-01-05,800.0
2017-01-06,1023.0
2017-01-07,1166.0
2017-01-08,1726.0
2017-01-09,1318.0
2017-01-10,1630.0
2017-01-11,1652.0
2017-01-12,1252.0
2017-01-13,977.0
2017-01-14,474.0
2017-01-15,834.0
2017-01-16,502.0
2017-01-17,1163.0
2017-01-18,1137.0
2017-01-19,1205.0
2017-01-20,1729.0
2017-01-21,497.0
2017-01-22,1197.0
2017-01-23,1258.0
2017-01-24,834.0
2017-01-25,846.0
2017-01-26,1731.0
2017-01-27,648.0
2017-01-28,565.0
2017-01-29,1383.0
2017-01-30,1419.0
2017-01-31,941.0
2017-02-01,1158.0
2017-02-02,1529.0
2017-02-03,480.0
2017-02-04,532.0
2017-02-05,1196.0
2017-02-06,1299.0
2017-02-07,537.0
2017-02-08,583.0
2017-02-09,1184.0
2017-02-10,1383.0
2017-02-11,468.0
2017-02-12,945.0
2017-02-13,452.0
2017-02-14,604.0
2017-02-15,525.0
2017-02-16,442.0
2017-02-17,510.0
2017-02-18,1160.0
2017-02-19,1606.0
2017-02-20,1247.0
2017-02-21,494.0
2017-02-22,1299.0
2017-02-23,759.0
2017-02-24,1299.0
2017-02-25,680.0
2017-02-26,1618.0
2017-02-27,1618.0
2017-02-28,1066.0
2017-03-01,492.0
2017-03-02,1071.0
2017-03-03,460.0
2017-03-04,1033.0
2017-03-05,1474.0
2017-03-06,1428.0
2017-03-07,1003.0
2017-03-08,1081.0
2017-03-09,933.0
2017-03-10,1237.0
2017-03-11,1044.0
2017-03-12,632.0
2017-03-13,923.0
2017-03-14,745.0
2017-03-15,1469.0
2017-03-16,945.0
2017-03-17,1501.0
2017-03-18,1496.0
2017-03-19,1193.0
2017-03-20,648.0
2017-03-21,446.0
2017-03-22,1544.0
2017-03-23,613.0
2017-03-24,638.0
2017-03-25,1479.0
2017-03-26,749.0
2017-03-27,506.0
2017-03-28,1230.0
2017-03-29,447.0
2017-03-30,736.0
2017-03-31,1449.0
2017-04-01,1203.0
2017-04-02,1680.0
2017-04-03,407.0
2017-04-04,1024.0
2017-04-05,1676.0
2017-04-06,1118.0
2017-04-07,702.0
2017-04-08,1038.0
2017-04-09,455.0
2017-04-10,1125.0
2017-04-11,925.0
2017-04-12,873.0
2017-04-13,427.0
2017-04-14,477.0
2017-04-15,1639.0
2017-04-16,764.0
2017-04-17,1065.0
2017-04-18,925.0
2017-04-19,1098.0
2017-04-20,1735.0
2017-04-21,1282.0
2017-04-22,1430.0
2017-04-23,1426.0
2017-04-24,1318.0
2017-04-25,1149.0
2017-04-26,762.0
2017-04-27,1697.0
2017-04-28,1205.0
2017-04-29,1138.0
2017-04-30,1438.0
2017-05-01,1615.0
2017-05-02,884.0
2017-05-03,427.0
2017-05-04,1113.0
2017-05-05,1462.0
2017-05-06,1696.0
2017-05-07,1654.0
2017-05-08,485.0
2017-05-09,525.0
2017-05-10,1211.0
2017-05-11,936.0
2017-05-12,544.0
2017-05-13,1635.0
2017-05-14,424.0
2017-05-15,466.0
2017-05-16,632.0
2017-05-17,508.0
2017-05-18,1569.0
2017-05-19,510.0
2017-05-20,627.0
2017-05-21,510.0
2017-05-22,433.0
2017-05-23,1022.0
2017-05-24,1147.0
2017-05-25,994.0
2017-05-26,824.0
2017-05-27,1012.0
2017-05-28,1091.0
2017-05-29,1705.0
2017-05-30,1743.0
2017-05-31,714.0
2017-06-01,1276.0
2017-06-02,1712.0
2017-06-03,1061.0
2017-06-04,676.0
2017-06-05,1023.0
2017-06-06,915.0
2017-06-07,1242.0
2017-06-08,749.0
2017-06-09,1222.0
2017-06-10,1560.0
2017-06-11,1158.0
2017-06-12,1298.0
2017-06-13,642.0
2017-06-14,942.0
2017-06-15,1463.0
2017-06-16,628.0
2017-06-17,947.0
2017-06-18,1319.0
2017-06-19,1646.0
2017-06-20,405.0
2017-06-21,1745.0
2017-06-22,867.0
2017-06-23,474.0
2017-06-24,403.0
2017-06-25,1045.0
2017-06-26,517.0
2017-06-27,1280.0
2017-06-28,903.0
2017-06-29,1346.0
2017-06-30,973.0
2017-07-01,593.0
2017-07-02,1246.0
2017-07-03,1114.0
2017-07-04,1449.0
2017-07-05,572.0
2017-07-06,1723.0
2017-07-07,725.0
2017-07-08,1541.0
2017-07-09,1235.0
2017-07-10,1123.0
2017-07-11,624.0
2017-07-12,931.0
2017-07-13,512.0
2017-07-14,539.0
2017-07-15,958.0
2017-07-16,400.0
2017-07-17,489.0
2017-07-18,1053.0
2017-07-19,719.0
2017-07-20,538.0
2017-07-21,1244.0
2017-07-22,658.0
2017-07-23,1301.0
2017-07-24,1089.0
2017-07-25,409.0
2017-07-26,660.0
2017-07-27,571.0
2017-07-28,1297.0
2017-07-29,412.0
2017-07-30,1591.0
2017-07-31,720.0
2017-08-01,1742.0
2017-08-02,728.0
2017-08-03,1184.0
2017-08-04,1176.0
2017-08-05,1310.0
2017-08-06,1518.0
2017-08-07,717.0
2017-08-08,635.0
2017-08-09,733.0
2017-08-10,775.0
2017-08-11,1560.0
2017-08-12,987.0
2017-08-13,912.0
2017-08-14,1719.0
2017-08-15,1743.0
2017-08-16,1317.0
2017-08-17,1272.0
2017-08-18,1652.0
2017-08-19,669.0
2017-08-20,1197.0
2017-08-21,1714.0
2017-08-22,1124.0
2017-08-23,1588.0
2017-08-24,404.0
2017-08-25,1250.0
2017-08-26,477.0
2017-08-27,973.0
2017-08-28,531.0
2017-08-29,1000.0
2017-08-30,1465.0
2017-08-31,488.0
2017-09-01,801.0
2017-09-02,695.0
2017-09-03,1718.0
2017-09-04,1015.0
2017-09-05,1199.0
2017-09-06,821.0
2017-09-07,1446.0
2017-09-08,974.0
2017-09-09,542.0
2017-09-10,1392.0
2017-09-11,1064.0
2017-09-12,544.0
2017-09-13,1648.0
2017-09-14,1406.0
2017-09-15,902.0
2017-09-16,1220.0
2017-09-17,503.0
2017-09-18,1462.0
2017-09-19,597.0
2017-09-20,978.0
2017-09-21,790.0
2017-09-22,1602.0
2017-09-23,953.0
2017-09-24,1438.0
2017-09-25,1712.0
2017-09-26,877.0
2017-09-27,1654.0
2017-09-28,1322.0
2017-09-29,819.0
2017-09-30,556.0
2017-10-01,949.0
2017-10-02,1520.0
2017-10-03,1420.0
2017-10-04,1396.0
2017-10-05,1350.0
2017-10-06,688.0
2017-10-07,1677.0
2017-10-08,595.0
2017-10-09,997.0
2017-10-10,916.0
2017-10-11,1264.0
2017-10-12,1541.0
2017-10-13,1205.0
2017-10-14,1582.0
2017-10-15,1214.0
2017-10-16,627.0
2017-10-17,615.0
2017-10-18,1347.0
2017-10-19,414.0
2017-10-20,1580.0
2017-10-21,1684.0
2017-10-22,1580.0
2017-10-23,446.0
2017-10-24,723.0
2017-10-25,1243.0
2017-10-26,529.0
2017-10-27,494.0
2017-10-28,1026.0
2017-10-29,1154.0
2017-10-30,1715.0
2017-10-31,1193.0
2017-11-01,1706.0
2017-11-02,468.0
2017-11-03,410.0
2017-11-04,1677.0
2017-11-05,1271.0
2017-11-06,949.0
2017-11-07,1557.0
2017-11-08,1111.0
2017-11-09,422.0
2017-11-10,1214.0
2017-11-11,745.0
2017-11-12,701.0
2017-11-13,762.0
2017-11-14,795.0
2017-11-15,617.0
2017-11-16,540.0
2017-11-17,1357.0
2017-11-18,1633.0
2017-11-19,1384.0
2017-11-20,1392.0
2017-11-21,1227.0
2017-11-22,1082.0
2017-11-23,1403.0
2017-11-24,755.0
2017-11-25,1407.0
2017-11-26,1747.0
2017-11-27,1556.0
2017-11-28,1287.0
2017-11-29,526.0
2017-11-30,1529.0
2017-12-01,1408.0
2017-12-02,1003.0
2017-12-03,1413.0
2017-12-04,450.0
2017-12-05,1452.0
2017-12-06,1719.0
2017-12-07,1720.0
2017-12-08,1178.0
2017-12-09,1213.0
2017-12-10,819.0
2017-12-11,1605.0
2017-12-12,1382.0
2017-12-13,1224.0
2017-12-14,1424.0
2017-12-15,966.0
2017-12-16,770.0
2017-12-17,1335.0
2017-12-18,1060.0
2017-12-19,1368.0
2017-12-20,1732.0
2017-12-21,1560.0
2017-12-22,601.0
2017-12-23,712.0
2017-12-24,516.0
2017-12-25,1336.0
2017-12-26,974.0
2017-12-27,643.0
2017-12-28,936.0
2017-12-29,474.0
2017-12-30,785.0
2017-12-31,1633.0
2018-01-01,874.0
2018-01-02,817.0
2018-01-03,746.0
2018-01-04,1039.0
2018-01-05,1338.0
2018-01-06,1354.0
2018-01-07,1275.0
2018-01-08,1162.0
2018-01-09,1602.0
2018-01-10,1605.0
2018-01-11,1063.0
2018-01-12,424.0
2018-01-13,1603.0
2018-01-14,1109.0
2018-01-15,1584.0
2018-01-16,576.0
2018-01-17,684.0
2018-01-18,462.0
2018-01-19,1402.0
2018-01-20,1061.0
2018-01-21,1065.0
2018-01-22,555.0
2018-01-23,1472.0
2018-01-24,1366.0
2018-01-25,1248.0
2018-01-26,1507.0
2018-01-27,1088.0
2018-01-28,547.0
2018-01-29,741.0
2018-01-30,875.0
2018-01-31,1486.0
2018-02-01,960.0
2018-02-02,726.0
2018-02-03,1564.0
2018-02-04,1389.0
2018-02-05,614.0
2018-02-06,834.0
2018-02-07,1351.0
2018-02-08,1122.0
2018-02-09,1741.0
2018-02-10,431.0
2018-02-11,1069.0
2018-02-12,684.0
2018-02-13,1728.0
2018-02-14,828.0
2018-02-15,685.0
2018-02-16,1567.0
2018-02-17,1442.0
2018-02-18,417.0
2018-02-19,1168.0
2018-02-20,989.0
2018-02-21,1598.0
2018-02-22,1409.0
2018-02-23,593.0
2018-02-24,901.0
2018-02-25,1387.0
2018-02-26,1536.0
2018-02-27,513.0
2018-02-28,1645.0
2018-03-01,1346.0
2018-03-02,1230.0
2018-03-03,1687.0
2018-03-04,1324.0
2018-03-05,454.0
2018-03-06,1199.0
2018-03-07,1177.0
2018-03-08,561.0
2018-03-09,486.0
2018-03-10,454.0
2018-03-11,1601.0
2018-03-12,1431.0
2018-03-13,1232.0
2018-03-14,712.0
2018-03-15,1158.0
2018-03-16,842.0
2018-03-17,727.0
2018-03-18,1477.0
2018-03-19,1160.0
2018-03-20,1662.0
2018-03-21,1652.0
2018-03-22,978.0
2018-03-23,1474.0
2018-03-24,1406.0
2018-03-25,1687.0
2018-03-26,495.0
2018-03-27,1511.0
2018-03-28,1501.0
2018-03-29,1711.0
2018-03-30,1543.0
2018-03-31,1213.0
2018-04-01,890.0
2018-04-02,851.0
2018-04-03,564.0
2018-04-04,581.0
2018-04-05,868.0
2018-04-06,1309.0
2018-04-07,1134.0
2018-04-08,1222.0
2018-04-09,1343.0
2018-04-10,406.0
2018-04-11,729.0
2018-04-12,1174.0
2018-04-13,550.0
2018-04-14,1508.0
2018-04-15,546.0
2018-04-16,1314.0
2018-04-17,1708.0
2018-04-18,1099.0
2018-04-19,481.0
2018-04-20,913.0
2018-04-21,1214.0
